,content,pubtime,username,numlikes,id,vote,rootcmt
6914,不生的人基本都在想如果生出来我能给孩子怎样的生活，能给孩子些什么，孩子和我会如何相处，ta以后会过什么样的人生。催生的爱生的大部分人不是全部噢，基本都在想孩子能给自己带来什么，为了自己要生几个孩子，生了孩子自己就传宗接代了，它们对孩子本身并不care,1701012810,896316兮兮,1,196089019088,-999,0
6915,生育带来的痛苦，以及养育孩子的代价太大了，我不敢承受，而且我并不能保证自己会是一个好母亲，能够时刻关注孩子的身心健康，我也害怕我不幸的童年会在我的孩子身上重蹈覆辙，虽然可能性很低但是我也不敢想，况且我精神有点问题，光是怀孕期间的负面情绪感觉都能压垮我，我不敢去赌,1701012800,蔡的文小姬,0,196089076656,2,0
6916,大多数人如果没有结婚生孩子这个目标根本不知道自己为何而活[墨镜],1701012750,PHILA_12,2,196088926352,-999,0
6917,虽然我已经生过孩子了，但是我依然要说一句：如果能不生真的就别生！别人生孩子都是看白了婆家人，我生孩子是看白了娘家人。从怀孕开始一个女人就有弱点了，再强悍再独立的女人也一样，一旦被你的“敌人”拿住这个弱点，那么好日子就真到头了，对方如果很执着于“趁你病要你命”，那可真是一场旷日持久的灾难。。。,1701012733,薄珈梵歌,4,196088911024,2,0
6918,其实大家都明白生孩子就是为了自己[怪我咯]包括我自己扪心自问有多爱生孩子或者爱孩子吗？我只是觉得我现在已经有了18万育儿金在物质上够及格就趁年轻生了，顺应时代在该做母亲的年龄尽力去做个好母亲，但没有多“爱做母亲”，如果有得选我可能会不生吧，不过既然要生就要做好准备，钱够了接下来就是学习育儿知识[笑哭]然后祈祷自己当妈及格,1701012714,丶萌萌萌主子,0,196088836480,1,0
6919,我们这儿的人对这个的看法都比较随意，到后面甚至都没人提这话题了。看来我们还是小部分人。,1701012706,OneLegRancher,1,196088887408,-999,0
6920,我还是觉得，妖魔化丁克的和妖魔化生育的人都特别多，社会戾气真的好重。,1701012702,老树丕开花,1,196088825472,-999,0
6921,以我目前的认知，我认为家里没有背景没有权利没有实力，生下来的小孩以后也是打工的命,1701012694,我爱祖国141,0,196088817776,2,0
6922,不是啊，不管怎样我都尊重祝福，这是他人的人生不是我的人生，你怎么选管我√关系,1701012680,扽夫123,0,196088783344,-999,0
6923,生过孩子，你就能彻底体会到什么叫没有少女感了。,1701012575,邪恶的兔兔t,0,196088575504,2,0
6924,不生是因为害怕不能给孩子优质的生活条件。不生是因为害怕孩子没有被我养成人品好，优秀的人。不生是因为害怕为了让孩子不落于人后把孩子逼得不快乐，把父母逼得疯魔。我希望我的孩子又快乐又优秀。可是我根本做不到，我已经很苦了，我要为我的孩子负责，我不能让我孩子后悔来到这个世界上——不婚不育00后,1701012574,看到我请叫我背单词_,1,196088465216,-999,0
6925,哈哈哈哈这个投票结果是我没想到的,1701012324,跟着蛋蛋有肉吃,1,196087969056,2,0
6926,"“为什么放羊”
“攒钱娶媳妇，生娃”
“你想教娃干啥”
“放羊”
我们何尝不是那个放羊娃，我们生下孩子，孩子又将重复我们的苦难。作为一个普通人，我逃不过中国式内卷的一生，我又有什么信心让我的孩子能逃过呢，我没有健全的人格，我的孩子怎么又会有呢，就算他侥幸成长为一个健全的人，他仍将经历地狱式的高考，内卷式的工作，将人格消磨殆尽，这个社会环境就是这样的，就是要将人摧毁的。一切没有意义。",1701012293,迅儿哥忠粉,0,196087782192,2,0
6927,我想当一个妈妈（目前25单身未婚），想让他或者她从童年起就去看看我没有看过的风景。想知道一个人在健全的家庭和爱下会成长成为什么样子，可能有一种对我原生家庭的弥补心态。另外从微博上看到一句话（大概意思），我其实还是不希望人到中年以后跟我相关的不会再有“喜事”发生，只会不断的送走亲人，想想有点可怕。曾经我也迷茫过，我来到这世上是为了什么呢？考大学、结婚生子跟挣钱？后来渐渐和自己和解，无论什么样的选择，不损害他人利益的前提下，让自己过得温暖幸福就好（我希望我脱离原生家庭以后会爱人也被爱）,1701012284,南与南乔,3,196087776624,1,0
6928,给不了好的生活，就不要。而且现在人也找不到对的。两次选择已经选错了一次。剩下的一次，不敢选了,1701012262,栗爅默,0,196087842096,2,0
6929,但凡看完生育的各种疾病风险、进一步再看几部论文或纪录片，还能坚定生孩子的女性，我是真的佩服，我是绝对不干这亏到姥姥家的事了，我不劝别人 别人也别劝我好吧。,1701012257,项空琰,0,196087678048,2,0
6930,我连对待自己的宠物都三分钟热度，当不了好家长[脱单doge],1701012182,我有一亿存款,0,196087558496,2,0
6931,不生。我明白自己是一个脾气暴躁且没耐心的人，不希望孩子跟着我受罪,1701012111,看到我请叫我去学习zks,2,196087378064,2,0
6932,不是啊，不管怎样我都尊重祝福，这是他人的人生不是我的人生，你怎么选管我√关系,1701012091,扽夫123,2,196087184960,-999,0
6933,这个up好帅啊，应该多生几个娃，把优质基因传下来。[打call],1701012016,灼眼の狐狸,1,196087212224,-999,0
6934,孩子是情感的结晶，是夫妻之间的纽带和共同前进的方向。经济条件好，心理也健康，喜欢又想要的话就可以考虑。可我自己都活得很难受很迷茫，我没办法保证孩子到了这个世界不会比我更难受…,1701012009,利维亚の白狼,1,196087206816,2,0
6935,就说一句：女性结不结婚，生不生娃，都是个人自由。,1701011970,MsSchmetterling,1,196087077584,-999,0
6936,服了我奶奶几年来一直都在催我爸爸找老婆 一不如意就骂我说我也不帮着我爸找 我也不知道花了多少万 现在还在帮我爸还债 找了老婆又叫他们生孩子 跟我说生了女孩就流掉 她不敢跟新找的老婆说 怕她不怀,1701011874,环sigali,0,196086901680,-999,0
6937,往后的人生只够用来补偿自己,1701011815,二哥又沒來,1,196086474080,2,0
6938,不要装的自己好像真的有选择的余地一样[妙啊][妙啊][妙啊],1701011702,AgentGoul,0,196086360352,-999,0
6939,40岁还不要孩子吗,1701011699,恶魔天使1234,0,196086490000,1,0
6940,不要孩子，身边大多有了孩子的朋友都很后悔生孩子。,1701011676,绞绞糖o0,1,196086307792,2,0
6941,啊点错了[笑哭],1701011576,赵青思,0,196086050048,1,0
6942,试管婴儿，地下代孕，无风险抱娃。生不生看未来经济状况。我个人没有什么一定生一定不生的,1701011512,winshiftprsc,1,196085909472,1,0
6943,所以如果我们没有能力给孩子一个好的教育环境和生活条件，只能让孩子继承父母乃至上上一代的贫穷，那么不生也是一种善良,1701011472,时光定不辜负,0,196085872544,-999,0
6944,我和男朋友都不是坚定的丁克，我们不排斥小孩只是恐惧养小孩伴随的巨大责任。所以我们的办法是能拖一天算一天，拖到我年龄不适合生小孩，但又想要小孩（并且具备养育小孩的客观条件）的时候，去领养一个孩子。所以现在完全没有这方面焦虑。,1701011430,秃啾啾,1,196085696592,-999,0
6945,"1.我无法忍受为了生育接受的一切包括生理和心理的风险
2.我爱好广泛加起来也非常烧钱，我自己都养不起，真要不起一个比我还费钱的人
3.我极度自私，我很讨厌孩子，别人家的小孩不在我面前我也管不到，自己的自己道德上也丢不掉，反而毁了孩子[tv_思考][tv_思考][tv_思考]",1701011343,璇玑_轩嵇,2,196085533056,-999,0
6946,@生姜摸小鸡 听说些个别女人，就喜欢生孩子，又穷又在生，穷得没有一个孩子上得起幼儿园但是还在生,1701011306,兔孜崽,0,196085416960,-999,0
6947,牛逼！建议大家可以了解一下“25号宇宙”，更宏观的物种社会学的生育谜题。,1701011257,黑豆REX,0,196085260688,-999,0
6948,别的都不说，我觉得我挺不过生孩子那一关,1701011225,sheep-ocean,0,196085178752,2,0
6949,我到了四五十岁的时候看我的情况，如果觉得可以的话会去领养一个，那个时候我一定是自己富足且内心平衡的状态，我领养是为了世界上少一个苦难的灵魂，我想要做一点贡献，我希望自己可以引导一个灵魂走上自己的道路,1701011222,朔界,1,196085225472,-999,0
6950,非常不喜欢小孩,1701011139,_知久,0,196084979280,2,0
6951,不要孩子，不想要压力太大。,1701011067,给你看看我的小宝贝,0,196084789552,-999,0
6952,[生病]对不起，我的孩子，不把你带来这个世上可能是我对你最大的负责了。,1701010958,霜幕凛冬,6,196084527856,-999,0
6953,我想要个自己的孩子，但是不想结婚，不想把自己的未来与一个自己只熟悉了短短几年，前半辈子都不认识的男的绑在一起，虽然不说把未来交给男的这种说辞，但是不得不承认既然结婚了那么在离婚前你的生活与对方也息息相关，别说什么可以离婚这种轻描淡写的话，是可以离婚，但是离婚结婚不是儿戏，不是随心所欲，而是真的有问题需要离婚才选择离，已婚和未婚的概念完全不一样，虽然说生活都一样，但是人生阶段也是不同的，总而言之我觉得结婚也高离婚也好都需要慎重考虑，这不是上下嘴皮子一碰就万事大吉了，有很多因素要考虑，我反正不想结婚。至于生孩子我想生一个，但我怕疼，而且想想生出来之后要有好多事情，这不是养猫狗，你既要注重生活质量，又要照顾心理健康，还要注意教育方式，还要有钱，还要学会做后盾，等等等等，很多我觉得我没能力或者说很难给的很好。所以我打算除非我有能力了，有条件了我再生，我不想我的孩子像我一样,1701010885,狄桑弥塔,1,196084429072,-999,0
6954,不要说普通群众，就算党员干部不恋不婚不育也绝对不属违法乱纪（无论党纪还是国法都没有规定不婚不育是违法违纪），是否婚育只是个人生活方式问题。,1701010875,红色绅士,1,196084290176,2,0
6955,想看纹老师的大粗腿,1701010855,今日也荒凉,0,196084400880,2,0
6956,养了孩子，孩子会夺走你的一切，所有空闲的时间都要陪孩子，你不能有任何爱好刷手机打游戏全都得放弃，甚至你过生日都要陪孩子去儿童餐厅过[笑哭],1701010757,我的剑从不砍树,1,196084034816,1,0
6957,孩子如果有选择，很多人就不配成为父母,1701010728,-行-秋-,3,196083914096,-999,0
6958,@嫌麻烦的啊左 @梅花花花梅,1701010709,一条小青龙i,1,196083895808,-999,0
6959,我快30了，但是自己都没有玩够呢，而且养活自己一个人都费劲，再养个媳妇还有宝宝，一想想那种每天必须工作看不到尽头又不敢离职的日子，就像是背上30年房贷，那么我宁愿去做流浪汉也不要去买房，除非攒够房子八成，我不喜欢那种自己命运捏在别人手中的感觉，我宁愿睡在烂尾楼也不要这样，中国的房子总量又不是不够人住的，就是故意提高稀缺性，凭什么为他们服务,1701010698,小桔子不吃橘子,0,196083885088,-999,0
6960,大家积极一点，除了看up的视频，还可以想一想自己的需求，然后去查资料，让自己多理性科学去看待，形成独立思考，人人都能这样就最好啦，不需要在意别人在如何“互批”“互贬”，没有意义，没有人希望就这样浪费人生或者焦虑的度日，积极思考，独立思考，把自己的问题想清楚是第一位[兔年],1701010625,白海绵纸,1,196083782992,-999,0
6961,我有一策  等五六十岁去领养一个大学生  这样即解决了大学生就业问题  又解决晚年孤独又怕没人处理后事的问题   遇到不满意的还能退换货  不怕生下来不满意就再也塞不回去的问题  想要男就男 想要女就女  年轻时候不用端屎把尿   中年时候不用担心孩子叛逆   简直是完美[吃瓜],1701010585,终焉的咏叹调,1,196083621472,-999,0
6962,其实观念都是传下来的，落不落后要看其是不是符合现实。生育和不生育的灾难不是个人的结果，是思想传统与现实里一些怪东西共同造就的。问题在选择之外，所以你怎么选都不对。,1701010513,蔓延鱼,0,196083408416,-999,0
6963,我自己是99年的，想死，活着都费劲，巴不得身边一个人都没有什么都靠送到门口永远不出门。,1701010513,鳞葵link,0,196083408400,2,0
6964,我能理解生孩子的人并给予真诚的祝福他们过得好，但他们并不理解我，也不会有人问我愿不愿意来这个世界，只愿世代苦难以我为终点,1701010486,不要葱姜蒜谢谢-,0,196083392704,-999,0
6965,前两天跟同事们一起聊天，有个男同事突然问我为什么不结婚，我说“我比较喜欢一个人的自在，并且难以适应家里突然出现一个认识不久的人和他的物品。”然后男同事指责我，说我不仅浪费生育资源，还害一个男人成为单身汉。[呆],1701010481,六路南,0,196083331200,-999,0
6966,这个评论区让我觉得，我，一个三个孩子的妈妈，是个罪大恶极的人，每次这种视频下面，我都会充满罪恶感，大家都在批判我，生了孩子是害人害己，可是我很喜欢孩子，我和我的孩子们也很快乐，我也从来没有什么养儿防老这种思想，我只不过是作为一个妈妈，和孩子们共同体验这个世界,1701010474,你煮的鸡蛋最好吃,1,196083442144,-999,0
6967,丁克不能被拿出说的原因，大概是因为人类社会的传承是需要繁衍的，从客观上来讲生物繁衍就是要本体付出巨大代价的，如果说延续的意义，那就像活着的意义一样，当然即使社会需要对个体而言，也要做到尊重个人选择。显然个体和集体的优先级这是个很大的议题，不敢妄言,1701010471,Eiool,0,196083383120,-999,0
6968,他来干什么，继承我的贷款吗,1701010428,鸱紥藥翫,0,196083281296,-999,0
6969,这个世界对普通人来说太残酷了。说说我自己吧，从小学习比较好，但是上高中以后就是学不懂物理，我认为我尽力了，但是就是没有这方面的思维，因此学了文科，上了一个985的文科专业，毕业即失业，现在有一个挣不了多少钱的工作，经常内耗。所以搞不懂普通人为啥要生一个孩子来继承自己并不聪明的大脑和充满惊吓的人生。,1701010404,悠游岚,0,196083104336,2,0
6970,"已婚已育
雀食是你说的，大家都是正常人的正常选择，生育率下降是社会开化发展的必然结果
相信再过个几十年回头看这段时期，一定会和计划生育阶段形成鲜明的对比

生和不生也是两条路，人生不就是体验么
选择简单的那条无可厚非，但是有孩子这条路的体验其实也不错  只是有时候确实感慨一下，不生娃的真的体会不到
你如果让我现在选当时要不要娃   我依然会选择要",1701010384,饺饺zzzZZZ,0,196083161280,-999,0
6971,我只能说 我不生 因为我没钱 自己活着已经够辛苦了  我不能指望我这种阶层的人的子女能成为什么人中龙凤  现在的人都活的明白   仿佛生儿养女已经成了小康生活的基本条件  别等到一千年以后 世界都是有钱人 生育就自由了,1701010347,小鑫゛,1,196083005728,2,0
6972,我没有能力也没准备好负担起一个新生命的责任，我怕我会像很多妈妈一样，变得歇斯里底，对着什么都不懂的孩子发疯嚎哭，为了一点点小事崩溃，在家带孩子收拾家务没有经济能力伸手跟丈夫要生活费时被说几句，花钱多，在家花什么钱，天天在家啥事不干，带孩子能累什么之类的话,1701010342,枔雨点点,1,196083001312,2,0
6973,因为生孩子真的会降智。。。。不生孩子的保持着自己的清醒和本分，生了孩子的。。。。。,1701010339,什么时候可以吃龙虾,0,196082998704,-999,0
6974,说实话我是想有一个自己和爱的人的孩子的，但是我真的超级害怕生的这个过程[大哭]而且我还是很担心我没有物质基础去扶养她，我小时候没得到的东西很多，有很多遗憾，我不想让我的孩子也这样，总之很纠结吧,1701010337,桑榆llmm,0,196083120896,1,0
6975,做为孩子我认为孩子没啥用除了花钱要钱没啥用,1701010315,逆行者小刚,0,196083048000,2,0
6976,想生的抓紧时间生，多生几个！真的从不会劝他们别生，反而是已经生过的各种劝我啊，说我会老年凄惨啊老公反悔了会抛弃我啊！关系很一般的同事都会劝我生孩子，就真的很尴尬！,1701010187,2020coco冲冲冲,0,196082619936,2,0
6977,我有孩子，我的想法是，如果你不足够优秀且无法独立完成买车买房等行为，那我的建议是不论男女，最好是结婚生子，如果你足够优秀，那你随便吧,1701010170,噗噗最棒了,0,196082644800,-999,0
6978,我记得我们病友群里面关于这个问题有女士问过“能不能生孩子？”，然后有人回答：“你问这个，让生的生了，不让生的也生了。”就感觉啊，生命真是顽强啊，顽强到可怕又可敬的地步。能给孩子带来什么和能给你带来什么其实把控的程度并不大，“爱”这个东西，爱小孩子爱自己也好，亲身体会或者不想体会都是人之常情。还是首先要成为自己，然后再成为别的角色。能不能当好，怎么样算是好其实都不是你自己说了算的。正反都是自私，人真的太复杂了。所以……活在当下，不纠结于未来吧。,1701010161,我路过了吗,2,196082556544,-999,0
6979,传统观念问题，有人能跳出来，有人深陷其中。,1701010150,梦魇御影,0,196082585376,2,0
6980,该评论用于增加一点热度,1701010147,鲁鲁鲁斯特,0,196082582528,-999,0
6981,纯纯的是因为不喜欢小孩，也不想担负养育一个人的重任，我能照顾好自己的已经很吃力了[热],1701010109,er白,0,196082508544,2,0
6982,"哎，虽然说生不生，理论上是自己的选择，但实际操作起来也仅仅是理论上。
比如说现在很多传统家庭里，给孩子的教育就是，结婚生子是人生必修课。然后孩子刚到法定年龄（甚至一些偏远的地方法定年龄都没到）就安排相亲啥的。孩子可能自己还是个孩子，还不懂什么叫做责任的时候，就稀里糊涂，懵懵懂懂，可能就当了爹当了妈。
如果孩子受的教育多，有自己的主见。父母的软磨硬泡，威逼利诱也很难逃掉。（比如岁数大了不结婚生子，一回家父母就哭哭啼啼，唉声叹气，或者斥责怒骂，我身边好几个都是受不了这种家庭氛围，被迫成家。被逼到和父母断绝关系的也有，但很少很少，一般人狠不了这个心。）
所以说“人必须结婚生子”的思想钢印不解除，这种循环还会一直下去。所以有的时候觉得悲哀的是，不是我们想怎么样，而是我们不得不怎样。
[tv_流泪][tv_流泪]",1701010086,黑帽子教授,0,196082350576,-999,0
6983,想起来以前跟我妈开玩笑，生我之前经过我同意了吗？我喜欢小朋友，小朋友也很喜欢我，但是我觉得我连自己都没教好呢，我怎么能去对一个鲜活的小生命负责。孩子不是做任务，不是生出来就万事大吉了，那只是一个开始。作为父母，你要陪着他一起面对很多很多事。上大学的时候有个老师说，孩子原本可能在一个无忧无虑的地方快快乐乐的生活，而两个大人图一时之快在未经他们允许的情况下带他们来了这个世界。而我也经常跟我那些不怎么喜欢孩子的朋友说，如果你不能保证对一个孩子负责，那么就不要生孩子。不过很奇怪，我身边喜欢孩子的朋友大多单身或者暂时没有生孩子，可那些一直吵着不喜欢孩子的朋友结了婚以后都很快就做了妈妈。,1701010083,倔强的一块木头,0,196082442336,-999,0
6984,我对孩子这个群体本身其实没有太多的看法，只是因为我本身原生家庭状态就很离谱，我也知道自己有些时候很像我的父母，我不希望我的孩子将来要面对我曾经面对的一切，与其未来让孩子可怜我怜悯我理解我，不如从一开始就不要孩子,1701010073,糖醋肉丸子Xx,0,196082314752,2,0
6985,我的真实想法嘴替，但大哥你是真敢说出来啊，狠狠投币了。,1701010027,阿曼达Dice,0,196082272048,-999,0
6986,会说你就多说点[保佑],1701009972,西北铮铮傲骨好男儿,0,196082044432,-999,0
6987,说的不错，想法也值得点赞，如果你父母也是这种想法，肯定没有你的存在。,1701009889,bili_34085052674,0,196081942512,-999,0
6988,少点你这种靠热点赚流量的更好。,1701009855,牵着你的绳,1,196081831200,-999,0
6989,"除非能拼出头 我不会要孩子的
小时候过得太苦了 从幼儿园开始每天都有课 数学英语语文舞蹈乐器音乐 卷生卷死 真的卷生卷死 而且动不动要受各种威胁 我活得好窒息 
我希望我的后代自由 安宁 有幸福的能力
如果没有这个可能 我不会因为恐惧或者自私选择
这是生命 不能随随便便为了一己之私强行带ta来到世界",1701009842,安宁又自由的小饼干,1,196081864912,2,0
6990,生是自私的基因驱使你生的，它什么都代表不了，就是个自私的利己的动物本能，什么爱的结晶，我如果是个孩子，我绝不想代表这种廉价的玩意。,1701009836,bili_404483,1,196081813216,-999,0
6991,目前为止以我短暂的人生经历来说。我没有什么信心能够生育好一个孩子。不管是生孩子带来的身体上的疼痛以及后遗症。还是养育孩子过程中的花费和关爱，对我来说都是难以想象以及难以做到的。我也想过什么样的情况下我会愿意生一个孩子。只能是我拥有很多很多的钱。：在怀孕生子和生子之后的这个过程中，有足够的金钱让我养好身体。有充足的信心可以给我的小孩一个充满爱的家庭和富足的生活。除此之外，我是不会想要生小孩的。,1701009828,Yolo尤萝_Nicolas,3,196081804960,2,0
6992,不生不生，养不起,1701009708,是友人A錏,0,196081426384,-999,0
6993,并没有“几乎都是”“生孩子的对丁克威逼利诱”哦~很多生孩子的都祝福丁克,1701009681,飞跃宇宙,0,196081350320,-999,0
6994,我对我的孩子说，你们以后愿意结果就结婚，不想结就不结，想要孩子就要，但是我不给带，不想要孩子就不要，我妈说我懒，不想带孩子，可是我生了三个，母乳，喂牛奶，一夜多少遍，辅导孩子学习，这是没有人能分担的，不都是我自己来吗，一看学习看到夜里1.2点，也没有人会帮我呀。怀孕了就是因为一句孩子也是生命就舍不得打，之前因为男人的一句相信我，我有把握，就意外怀孕。生了三个，当然之前年轻挺喜欢孩子，可是现在年纪大了，慢慢感觉力不从心，又不想亏待孩子，尽力地关心，照顾，培养，到最后累的是自己。三十多岁跟人家五十多一样。遇到负责的男人，还知道分担一下，要是不负责的，就好像孩子是女人一个人的，他只是家里的主人，一个名词，不用承担任何责任，孩子吃喝拉撒，学习，生病，用钱，所有都是女人一个人负责的时候，真的对孩子的热情就会变淡，等好不容易孩子大了，不用照顾了，他们结不结婚，生不生孩子，就无所谓了，真的不想再当老妈子了。,1701009674,在橘子山上环绕,1,196081344112,-999,0
6995,我以前是个恐惧婚姻恐惧生育的人，情路坎坷一直遇人不淑，直到遇上我先生，和他相遇相知相爱结合走入婚姻让我感觉被包容被爱是如此幸福的事。今年生下孩子可能是我人生中非常大的幸福之事，看着孩子可可爱爱一天天长大，望着她就感觉前所未有的幸福，我也会和我先生一起给她一个幸福快乐美满无忧无虑的成长之路，妈妈爱你呀。,1701009666,想可爱死谁,0,196081456352,1,0
6996,"孕中期的我以前也不想生孩子，家里也没有任何人逼迫我和老公要，对自己负责都太难了，再负责一个陌生的小生命在我当时看来是我俩不可能完成的任务。
知道怀孕的时候就觉得很奇妙，新奇的做各项产检，好奇他是怎么生长的，每天都在学习以前从来不会想过的知识，有时候也会感觉自己已经不是原来的自己了，因为身体的变化让自己毫无掌控力，哭的时候我老公总陪着我，让我有种双人养成系游戏的感觉，关关难过关关过，既然选择投入好的坏的就要全盘接受，积极应对。
我唯一对他的期待和要求就是全身的零部件一个不少不多，以后的生活也是不少不多，做一个平凡的普通的喜欢自己的人，我的孩子不只是我的孩子，他只是他自己",1701009653,凡了个喵,0,196081448880,-999,0
6997,比例这么高，怎么不反应到我的现实生活中,1701009600,NY_nanjolno,0,196081095520,2,0
6998,这个比例[笑哭][笑哭],1701009553,EumenidesGinn,0,196081067584,1,0
6999,我是希望照顾好自己和爸妈就行了…首先是对延续生命的无感 其次不希望损伤自己身体，现在年轻人给自己太大压力了…希望大家都能自由 想生就生 不想也没人逼迫催生,1701009548,你的欲梦呀,3,196081146080,2,0
7000,关键不是要不要  而是想不想和能不能,1701009542,陈宇轩爸爸和妈妈,0,196081140768,-999,0
7001,不生，因为老子也是个孩子，我不能再生个孩子，那样会选择遗弃，因为老子永远是自己的宝宝。[OK],1701009400,视频收益公平捐赠,0,196080691280,-999,0
7002,到35岁还能坚决的选择不生的女人，才是真正想明白的人。男人可以选择不生到50岁，女人到50岁也没得选了吧。都懂，理性对待吧。,1701009380,sofiaum,0,196080730416,1,0
7003,up主有个观点有点 不能深究和细思，就是优生那一块。可能说起来对孩子是残忍的，但一个人要生，是绝对不能阻拦的。,1701009163,微光失色if,1,196080182528,-999,0
7004,没钱，怕疼，不想被束缚。我连婚都不想结,1701009074,_诺诺,6,196079907568,2,0
7005,确实说不生的人都在想自己能为孩子带来什么，有没有能力金钱更好的教育？说生的人都觉得孩子能给自己带来什么，有一个孩子你的人生才完整，那他存在的意义就是让你去完整你的人生吗？,1701009022,球球肉球球,7,196079861376,-999,0
7006,这个投票的比例绝了,1701008992,L-U-N-A-W,0,196079673520,2,0
7007,你不接受生育也不存在，是一个人的选择，但是你也不能去诋毁选择生育的人，相互尊重才是基础。更何况，作为一个地球上的碳基生物，生育欲望才是本能。你能克制你的生育欲望。那肯定也有选择需要生育的。你这样和那些跳出圈来BBB的LGBT有啥区别。,1701008956,开黑车老大爷,0,196079639616,-999,0
7008,养不了一点，我房间蟑螂都没有，养的老芫荽都长不好，所以我养不了所有生物,1701008870,蛤蟆旅士,0,196079400832,2,0
7009,诸位，这标题，差点误伤友军啊我…,1701008844,瓜狐狸Ying,0,196079192704,-999,0
7010,"我代表不了别人，我只能说我自己，我就是穷人家的孩子，能让我选的话，那我肯定不来这个世界

我89年的，广州本地人，但单亲家庭，母亲年轻时顾着吸毒缺席了我的童年，她也坐过牢，本身就是个很懒又贪玩的人，基本上没干过任何正经事，也不打工，导致我中学都没读完家里就没钱了，当时认识的同龄人都在校园里，只有我很特殊，是因为家里没钱而不是因为我成绩差而退学，所以17岁我就开始出来打工，前几年一直失业，因为学历低没技术",1701008822,PsychoAW,0,196079276800,-999,0
7011,修身齐家,1701008788,一路向之北,0,196079312864,-999,0
7012,你可真够偏见的 彷佛站在干岸上,1701008749,工具人被占了,2,196079117424,-999,0
7013,一群连宠物都养不好的还养孩子       生了孩子可塞不回去     不生孩子你还有大把时间后悔,1701008720,理想主义革命,0,196078957808,2,0
7014,我来极端点。让小行星撞击地球。这样再也不用争来争去了。,1701008715,维维灬逗奶,3,196079020784,-999,0
7015,在生殖遗传科上班，有一名男性说要男娃娃，我说不能指定性别，他就要打我，要求我们科室必须给他做出个男娃,1701008691,牛肉炒面块,0,196079062528,-999,0
7016,我支持“客观条件不适合生孩子的人不生更好”这一观点不代表我在剥夺某些人的生育权，说实话当今社会没有任何人能无缘无故合理合法地夺走你的生育权，强调生育权本身就跟这个话题无关，况且我也不是很在乎你乐不乐意生，我只是心疼你未出世的孩子这一生要遭受怎样的苦难，更惨一点的孩子还要因你们拖累许多好心人的财力物力、消磨大家的善心，众生皆苦，有些人还非要当苦难制造机，尊重祝福别跳脸,1701008616,伊奥斯w,0,196078834560,-999,0
7017,[微笑] 看你吃女权流量也没觉得没啥  帮女生说话就行。但你这标题太像是50W了[辣眼睛]  生孩子痛不痛苦你一个男的还说不上话吧？,1701008548,ania1,1,196078532112,-999,0
7018,我因不想给猫铲屎所以连猫都没养，何况一个精致脆弱的早产儿……,1701008526,西格玛的耳坠,4,196078608944,2,0
7019,感觉有些人就是自己不开化干一堆蠢事把自己还有身边人的生活搞得一塌糊涂还要一副受害者的样子让所有人都同情，我只觉得又蠢又贱,1701008481,滴溜溜66,1,196078491440,-999,0
7020,生孩子=又多了个要经历小升初，初升高，高考万人独木桥，考研，努力找工作挣钱成为打工仔社畜的同志=我愧疚感直接爆炸，把什么身体啊，自己的经济情况排除后，生孩子对孩子自己究竟有啥好处啊，生出来就五年六年玩玩吧，剩下时间不是上学就是上学，最后毕业了打工，我自己前几年就是这么个情况，感觉可累了，没有一刻停的，现在咸鱼了好多了，然后身边就有了各种催哭哭……（以上仅限于经济一般的，经济超级好不需要高考改变生活的当我在吹气）,1701008438,冰凉血雨,1,196078305888,-999,0
7021,别指望生孩子的人会理解丁克，但凡理解了那也就相当于否定了自己的一生，为了家庭为了孩子付出了一切，但是你没有小孩却活的很爽！？那为了家庭为了孩子累死累活的我不是完全没有意义了吗？所以认为你会孤独终老是他们唯一的安慰剂，如果一个丁克万年过的比有孩子的人好，这对于他们是无法想象的！[脱单doge],1701008437,BibilibaboliBoom,2,196078305216,-999,0
7022,谭嗣同：,1701008321,谛者战神,1,196078100512,-999,0
7023,你们怎么会觉得丁克不会指指点点生孩子的人的？我因为前女友极端厌童+丁克，现在决定要找个人生孩子了。我实在受不了了，在高铁上看到一个不说话的乖宝宝，上去要求家长把它带到车厢间隔站着……,1701008108,RiskyYeah,1,196077508160,-999,0
7024,网上全是不结婚不生子，现实里一个个全都在恋爱订婚结婚备孕,1701008096,蜜词,9,196077498128,-999,0
7025,不生是因为我不想承受身体的痛苦，我也不想做母亲，更不想让孩子来这世上感受痛苦感受贫穷感受拼了命也无法跨越的阶级！,1701008095,M短笛大魔王,2,196077496464,2,0
7026,不生 因为我不认为我是一个能负责的母亲，不说经济条件了起码在“爱”这件事上我就没自信ta能活很幸福很被爱,1701008046,爱吃兔兔糖i,0,196077451152,-999,0
7027,自以为什么都懂了的年轻人，往往更喜欢接受丁克理论。照着传统道路走的迂腐之人，上了年纪，也总会忽然庆幸自己做了该做的事。,1701008032,老魔大大,0,196077425344,-999,0
7028,和最爱的人有一个爱情的结晶在我眼里才是合理的，如果不是自己心甘情愿选择的爱人，只是将就迁就，那我不会结婚，也不会生孩子,1701007973,小白兔白又白2222,0,196077374336,-999,0
7029,我很喜欢孩子，因为ta们很可爱，看起来小小软软的，但是我不会选择结婚生孩子，因为孩子是一种负担跟责任，生了下来就得好好的养育ta，得花很多时间，金钱跟精力，就像养一株花，得细心照顾才能长大开花,1701007947,叶柒YAN,0,196077193168,2,0
